Sec,RollNo,Dept,Aptitude_Score,Mock_Interview_Score,Problems_Solved,Hackathon_Count,Technical_Test_Score,Resume_Score,Projects_Count,Placement_Probabilities,Placement_Readiness
C,21CS7108,EEE,40,89,222,4,41,45,6,53.08,Not Ready
A,21IT7109,ME,56,57,249,6,64,63,2,55.71,Not Ready
C,21ME7110,ECE,85,92,470,8,49,51,5,77.77,Ready
B,21IT7111,EEE,75,40,342,7,65,91,5,65.66,Not Ready
D,21CS7112,ECE,82,40,274,1,56,96,3,56.24,Not Ready
B,21EE7113,EEE,90,50,370,0,94,40,0,60.9,Not Ready
C,21EE7114,ME,41,94,254,6,68,42,4,60.06,Not Ready
C,21EE7115,EEE,56,67,9,9,81,98,3,57.78,Not Ready
C,21EC7116,IT,48,41,439,2,64,55,6,56.21,Not Ready
C,21EE7117,EEE,81,92,16,3,41,50,3,51.26,Not Ready
C,21IT7118,IT,65,51,7,0,55,70,2,39.98,Not Ready
A,21ME7119,ME,81,98,152,6,68,79,6,69.73,Not Ready
A,21ME7120,IT,45,70,497,1,94,81,1,66.7,Not Ready
C,21EE7121,EEE,45,78,1,9,54,49,5,49.76,Not Ready
A,21ME7122,CSE,90,99,324,1,46,95,6,71.91,Ready
C,21EC7123,CSE,56,88,300,0,79,42,0,56.85,Not Ready
B,21ME7124,ECE,75,42,317,3,83,48,7,60.7,Not Ready
D,21EE7125,ECE,99,71,436,3,68,57,0,70.34,Ready
C,21CS7126,EEE,52,54,85,4,52,85,2,46.15,Not Ready
C,21IT7127,ME,76,51,263,4,89,40,2,58.52,Not Ready
B,21ME7128,IT,80,99,324,5,40,64,2,67.41,Not Ready
C,21IT7129,ME,79,61,421,4,66,56,4,66.84,Not Ready
B,21EE7130,IT,49,94,367,1,46,69,6,61.83,Not Ready
B,21EC7131,ME,98,47,456,5,47,59,5,68.32,Not Ready
B,21IT7132,ME,42,52,107,0,56,54,2,38.13,Not Ready
C,21CS7133,ME,69,92,15,6,74,85,4,60.9,Not Ready
B,21EE7134,ME,53,88,188,6,75,55,2,59.72,Not Ready
D,21EC7135,CSE,64,83,282,4,58,99,0,63.28,Not Ready
B,21IT7136,CSE,91,89,265,2,56,64,4,65.9,Not Ready
C,21IT7137,IT,44,88,65,8,89,48,7,59.53,Not Ready
B,21EC7138,ECE,58,45,159,7,62,98,4,55.56,Not Ready
C,21ME7139,ME,47,41,386,3,75,67,6,57.74,Not Ready
D,21IT7140,EEE,92,73,383,8,61,90,7,78.84,Ready
C,21CS7141,ECE,63,77,407,9,57,72,0,69.03,Not Ready
C,21EE7142,ME,77,40,370,5,40,47,1,54.53,Not Ready
D,21ME7143,ECE,59,84,311,1,72,52,6,61.79,Not Ready
D,21EC7144,ME,81,87,396,6,96,48,6,78.39,Ready
C,21IT7145,ECE,40,41,214,4,56,97,6,50.61,Not Ready
A,21ME7146,CSE,46,58,214,1,92,87,3,54.74,Not Ready
B,21EE7147,IT,68,67,483,2,87,74,2,70.02,Ready
D,21EC7148,ECE,95,90,324,8,90,50,2,77.71,Ready
C,21CS7149,EEE,81,48,268,6,58,54,3,58.5,Not Ready
B,21CS7150,IT,80,85,33,9,53,84,0,59.67,Not Ready
B,21CS7151,EEE,69,91,393,5,73,94,2,74.32,Ready
A,21CS7152,IT,71,54,83,6,62,81,6,55.47,Not Ready
D,21EC7153,EEE,87,64,300,4,74,56,3,64.78,Not Ready
D,21ME7154,IT,53,96,166,6,91,40,6,63.84,Not Ready
A,21EE7155,ME,64,58,158,9,87,90,4,64.27,Not Ready
A,21ME7156,IT,96,49,426,8,80,78,6,77.59,Ready
B,21CS7157,EEE,57,99,44,6,99,53,6,62.86,Not Ready
B,21EE7158,CSE,49,65,328,6,71,42,5,59.9,Not Ready
C,21CS7159,ECE,61,99,285,6,74,71,0,67.6,Not Ready
B,21IT7160,CSE,52,65,169,1,77,98,6,56.26,Not Ready
A,21CS7161,IT,71,79,147,4,90,78,0,61.18,Not Ready
B,21IT7162,CSE,92,64,209,7,95,44,4,67.71,Not Ready
A,21ME7163,CSE,42,92,361,6,73,99,3,69.97,Not Ready
A,21EC7164,CSE,83,80,85,0,64,95,2,56.35,Not Ready
A,21EE7165,ME,57,84,281,6,68,86,4,66.74,Not Ready
A,21CS7166,EEE,72,41,207,1,81,92,3,55.1,Not Ready
A,21IT7167,EEE,61,46,490,9,51,91,6,70.5,Ready
A,21EC7168,ECE,68,86,215,9,61,84,3,67.82,Not Ready
A,21EC7169,CSE,91,83,384,2,58,81,7,73.33,Ready
B,21IT7170,CSE,82,75,296,7,61,68,7,70.56,Ready
D,21EC7171,ECE,96,70,498,7,53,63,0,74.37,Ready
B,21IT7172,EEE,43,89,219,9,79,63,0,62.31,Not Ready
C,21EE7173,CSE,68,91,348,4,42,59,6,65.67,Not Ready
D,21ME7174,CSE,57,87,249,8,93,62,6,70.66,Ready
D,21EE7175,ECE,40,44,217,8,75,99,6,58.38,Not Ready
C,21ME7176,CSE,47,84,416,4,76,83,2,67.79,Not Ready
C,21IT7177,ECE,70,57,427,1,64,85,0,61.58,Not Ready
A,21ME7178,CSE,86,48,304,9,79,76,2,68.66,Not Ready
B,21EC7179,ECE,81,92,187,1,51,62,0,56.93,Not Ready
D,21EC7180,ME,60,80,7,4,60,59,1,47.8,Not Ready
B,21CS7181,ME,77,43,108,4,98,74,0,54.42,Not Ready
B,21IT7182,IT,48,78,127,5,67,52,7,54.9,Not Ready
C,21EE7183,ME,88,79,354,5,58,83,1,70.18,Ready
A,21IT7184,IT,84,93,415,5,69,76,7,79.32,Ready
B,21CS7185,IT,59,41,39,8,88,46,7,51.74,Not Ready
C,21ME7186,EEE,62,40,218,3,55,76,4,50.47,Not Ready
D,21EE7187,EEE,47,68,57,2,48,42,3,40.56,Not Ready
D,21EE7188,EEE,49,87,84,3,51,58,1,47.64,Not Ready
D,21EC7189,ME,84,92,79,8,82,89,0,67.56,Not Ready
D,21CS7190,ECE,59,74,465,6,90,49,4,72.1,Ready
C,21EE7191,CSE,43,57,494,3,66,98,0,62.46,Not Ready
B,21ME7192,ME,62,42,106,1,74,46,6,45.49,Not Ready
B,21ME7193,EEE,72,66,334,8,54,86,4,68.16,Not Ready
B,21EE7194,CSE,89,76,115,3,70,93,7,64.78,Not Ready
B,21IT7195,EEE,41,63,467,7,77,42,3,64.1,Not Ready
B,21EC7196,ME,77,40,334,6,87,78,7,67.98,Not Ready
D,21EE7197,ME,57,70,454,1,55,62,6,62.76,Not Ready
C,21CS7198,IT,95,41,10,3,56,89,1,48.52,Not Ready
B,21ME7199,ME,52,44,167,4,63,63,7,50,Not Ready
C,21CS7200,CSE,89,62,400,3,40,89,4,66.6,Not Ready
C,21ME7201,ECE,50,67,198,6,46,72,1,52.04,Not Ready
B,21IT7202,ECE,96,46,213,1,52,49,0,50.62,Not Ready
D,21EC7203,IT,59,64,277,9,96,86,3,69.56,Not Ready
B,21EE7204,ME,41,61,390,5,65,66,4,59.85,Not Ready
C,21EE7205,ECE,91,82,399,8,69,68,0,75.71,Ready
D,21EC7206,EEE,84,83,372,7,90,81,7,81.26,Ready
D,21EE7207,IT,52,98,65,8,50,96,5,60.82,Not Ready
B,21ME7208,EEE,55,95,25,3,65,49,5,51.78,Not Ready
C,21EE7209,EEE,90,92,272,7,59,66,4,72.23,Ready
B,21IT7210,EEE,62,44,63,7,82,95,0,52.52,Not Ready
A,21CS7211,ME,98,75,321,4,56,42,2,65.29,Not Ready
B,21ME7212,IT,85,79,180,3,84,57,7,65.68,Not Ready
D,21EE7213,EEE,90,75,15,2,70,69,6,56.75,Not Ready
B,21IT7214,EEE,67,41,330,2,41,83,1,51.88,Not Ready
A,21EE7215,ME,92,82,194,6,40,55,7,64.44,Not Ready
A,21ME7216,IT,52,80,80,1,68,94,3,52.08,Not Ready
B,21EC7217,IT,65,63,348,8,53,97,0,65.17,Not Ready
B,21ME7218,CSE,77,81,427,4,70,48,7,72.36,Ready
A,21CS7219,EEE,43,43,221,3,51,96,3,48.16,Not Ready
C,21EC7220,ECE,40,68,58,4,99,59,2,49.92,Not Ready
A,21IT7221,ME,60,42,451,5,92,74,7,69.02,Not Ready
B,21IT7222,IT,64,87,392,9,95,80,3,79,Ready
A,21CS7223,ECE,96,65,440,6,46,60,0,68.7,Not Ready
D,21CS7224,CSE,90,63,273,9,81,91,0,71.77,Ready
D,21EE7225,ECE,95,75,292,1,97,58,0,67.03,Not Ready
A,21CS7226,ME,53,64,447,7,74,92,4,71.08,Ready
B,21EC7227,IT,90,86,233,7,86,56,5,73.14,Ready
A,21CS7228,CSE,91,95,13,7,96,53,4,66.92,Not Ready
C,21ME7229,IT,66,69,200,5,55,94,7,62.02,Not Ready
A,21EC7230,ECE,78,96,154,7,94,47,7,71.14,Ready
A,21ME7231,ME,40,81,384,5,97,86,5,70.83,Ready
A,21EC7232,EEE,94,77,212,0,54,82,6,62.73,Not Ready
A,21CS7233,EEE,66,53,398,0,64,58,4,57.62,Not Ready
C,21EE7234,ECE,72,60,42,3,96,75,1,53.6,Not Ready
D,21EC7235,IT,40,97,304,8,81,64,3,67.98,Not Ready
B,21CS7236,IT,44,58,438,8,63,74,4,65.27,Not Ready
B,21IT7237,CSE,76,77,210,1,84,62,1,59.42,Not Ready
D,21IT7238,ECE,73,46,171,8,70,94,6,62.29,Not Ready
B,21IT7239,CSE,78,63,97,2,70,41,2,49.93,Not Ready
D,21EC7240,IT,44,50,479,4,79,98,6,67.36,Not Ready
B,21CS7241,EEE,91,98,426,4,43,91,0,74.39,Ready
D,21EE7242,ME,57,76,192,9,66,43,0,57.48,Not Ready
B,21IT7243,CSE,72,41,198,7,61,77,7,58.74,Not Ready
B,21IT7244,CSE,50,84,216,0,66,52,4,53.04,Not Ready
B,21CS7245,IT,75,93,205,1,57,51,0,56.45,Not Ready
D,21EE7246,IT,91,80,343,3,72,77,1,70.04,Ready
C,21EE7247,EEE,99,59,140,4,59,75,7,61.92,Not Ready
A,21EC7248,IT,77,55,117,9,48,47,3,53.86,Not Ready
A,21EC7249,ECE,92,51,180,3,99,84,4,64.55,Not Ready
B,21CS7250,ME,76,49,439,0,48,80,6,61.51,Not Ready
D,21EC7251,ME,62,84,178,7,49,93,4,62.47,Not Ready
D,21IT7252,CSE,61,57,352,2,85,56,3,59.9,Not Ready
B,21EE7253,EEE,64,82,405,0,64,89,2,65.15,Not Ready
A,21EE7254,ME,84,81,200,5,64,86,0,64.2,Not Ready
A,21CS7255,EEE,88,65,323,2,71,49,6,64.82,Not Ready
A,21CS7256,EEE,52,44,317,4,54,83,2,53.53,Not Ready
C,21EC7257,CSE,74,55,434,4,57,68,1,63.13,Not Ready
B,21CS7258,ME,91,42,123,8,53,71,3,56.44,Not Ready
B,21CS7259,IT,85,65,122,2,90,92,2,60.83,Not Ready
B,21IT7260,EEE,83,47,180,3,96,66,3,59.08,Not Ready
C,21EC7261,ECE,91,95,427,8,45,54,5,77.56,Ready
A,21ME7262,CSE,78,82,485,6,51,61,2,72.4,Ready
D,21IT7263,EEE,41,57,36,5,56,51,4,42.04,Not Ready
D,21ME7264,CSE,92,88,228,6,56,63,2,67.07,Not Ready
D,21EC7265,CSE,56,50,320,4,48,48,1,50.62,Not Ready
B,21EC7266,ECE,72,75,422,3,61,92,0,67.63,Not Ready
A,21EE7267,EEE,58,77,19,8,99,49,6,59.26,Not Ready
B,21EE7268,ME,71,63,339,4,99,51,4,66.81,Not Ready
A,21CS7269,ME,80,81,175,5,95,78,5,69.38,Not Ready
C,21ME7270,EEE,93,87,304,2,85,84,4,73.81,Ready
B,21CS7271,CSE,66,69,332,3,92,91,5,69.3,Not Ready
B,21EC7272,IT,95,98,275,0,75,90,2,71.1,Ready
A,21EC7273,EEE,54,87,170,5,97,53,2,61.1,Not Ready
B,21CS7274,CSE,95,86,101,9,42,93,1,65.46,Not Ready
D,21ME7275,IT,68,77,215,3,41,75,6,58,Not Ready
C,21EC7276,EEE,90,81,447,2,88,71,2,75.63,Ready
A,21EE7277,IT,72,79,480,3,47,42,2,64.9,Not Ready
D,21EE7278,ME,43,78,82,4,75,60,4,51.23,Not Ready
B,21EE7279,EEE,83,87,43,3,94,77,3,62.4,Not Ready
A,21IT7280,IT,90,97,352,8,69,90,1,79.46,Ready
D,21EE7281,ECE,44,56,338,7,97,54,2,61.72,Not Ready
A,21CS7282,IT,95,92,267,6,57,73,5,73.06,Ready
D,21EC7283,ME,40,69,304,4,60,74,0,54.36,Not Ready
D,21EC7284,ECE,94,58,494,5,55,66,7,74.39,Ready
D,21CS7285,EEE,58,83,491,8,73,69,1,74.32,Ready
B,21IT7286,CSE,46,88,45,2,88,73,6,54.85,Not Ready
A,21EC7287,ECE,99,63,483,6,77,80,4,79.77,Ready
A,21EC7288,ECE,98,45,38,1,40,88,5,49.04,Not Ready
A,21EC7289,CSE,74,95,415,3,58,74,6,73.25,Ready
D,21EC7290,EEE,51,96,172,7,61,82,1,61.26,Not Ready
C,21IT7291,EEE,67,99,441,6,58,94,5,78.07,Ready
C,21CS7292,IT,55,94,99,7,99,91,5,67.83,Not Ready
C,21IT7293,CSE,41,94,159,7,56,62,1,55.58,Not Ready
B,21CS7294,ME,76,83,435,7,58,59,2,72.05,Ready
D,21CS7295,ME,95,85,25,2,46,63,4,54.7,Not Ready
A,21IT7296,CSE,73,52,192,6,47,82,4,56.43,Not Ready
B,21CS7297,IT,81,67,447,9,91,61,2,77.48,Ready
B,21ME7298,IT,57,55,421,0,80,70,2,59.49,Not Ready
C,21CS7299,EEE,93,67,73,8,75,43,0,58.47,Not Ready
C,21CS7300,EEE,44,85,428,9,66,97,6,75.27,Ready
A,21EC7301,CSE,48,56,202,4,79,45,6,52.98,Not Ready
B,21EC7302,ECE,59,98,22,7,85,51,1,57.76,Not Ready
B,21ME7303,IT,43,89,193,0,57,56,4,50.77,Not Ready
D,21IT7304,ME,56,78,32,9,88,67,1,57.6,Not Ready
D,21IT7305,ECE,75,98,171,7,44,85,2,64.79,Not Ready
A,21ME7306,EEE,48,71,11,7,71,80,6,53.64,Not Ready
C,21CS7307,ME,50,90,487,7,96,48,1,74.3,Ready
C,21CS7308,CSE,74,44,149,1,40,58,4,44.86,Not Ready
C,21ME7309,ME,74,64,251,2,99,55,4,62.49,Not Ready
C,21CS7310,ECE,90,64,417,7,49,51,2,68.18,Not Ready
A,21CS7311,ECE,70,52,442,3,60,75,1,62.2,Not Ready
A,21EE7312,ECE,70,94,33,1,93,55,3,56.44,Not Ready
A,21CS7313,ME,62,86,46,5,63,40,3,51.76,Not Ready
D,21IT7314,ECE,41,73,9,1,91,96,3,49.28,Not Ready
A,21ME7315,ME,49,99,17,0,90,74,1,51.8,Not Ready
A,21EC7316,CSE,82,41,467,1,74,52,1,61.21,Not Ready
D,21EE7317,ECE,57,52,401,3,44,62,0,53.64,Not Ready
D,21EE7318,CSE,41,43,82,9,58,49,7,47.06,Not Ready
C,21ME7319,EEE,96,65,172,6,43,83,4,62.33,Not Ready
C,21IT7320,ME,62,87,324,1,89,98,5,70.04,Ready
D,21ME7321,EEE,85,58,253,8,96,62,0,67.32,Not Ready
B,21IT7322,IT,48,92,226,1,98,99,3,64.52,Not Ready
C,21IT7323,ECE,60,59,317,5,94,89,0,64.48,Not Ready
D,21CS7324,IT,53,67,107,2,88,96,7,57.46,Not Ready
B,21EC7325,EEE,72,57,353,4,87,64,5,66.5,Not Ready
C,21IT7326,CSE,75,71,68,1,49,92,4,51.97,Not Ready
C,21CS7327,CSE,81,67,40,4,54,91,6,56.15,Not Ready
A,21EE7328,CSE,53,60,101,1,76,65,2,46.79,Not Ready
D,21ME7329,IT,90,93,439,7,43,81,5,78.83,Ready
C,21EC7330,IT,79,70,55,2,78,52,7,55.28,Not Ready
B,21IT7331,ME,87,90,214,6,71,88,7,73.79,Ready
A,21EC7332,IT,51,85,14,1,44,54,0,40.76,Not Ready
A,21CS7333,IT,62,58,167,8,87,64,6,61.88,Not Ready
C,21EE7334,ME,85,90,334,2,94,99,5,77.48,Ready
D,21EE7335,EEE,87,49,265,8,60,84,7,67.58,Not Ready
A,21ME7336,ME,81,57,268,3,49,46,5,56.4,Not Ready
B,21EC7337,CSE,96,64,140,9,79,94,0,67.85,Not Ready
B,21EE7338,ME,97,72,383,9,89,83,5,82.9,Ready
B,21IT7339,EEE,88,99,300,8,69,59,2,74.9,Ready
B,21ME7340,EEE,73,55,480,5,71,57,3,68.03,Not Ready
D,21EC7341,IT,55,93,435,8,59,97,0,73.55,Ready
A,21CS7342,ECE,53,62,68,6,92,90,4,57.02,Not Ready
B,21EC7343,ECE,56,52,408,6,47,80,7,63.34,Not Ready
B,21EE7344,EEE,75,78,493,7,94,96,6,84.77,Ready
D,21CS7345,ME,87,85,163,7,70,74,0,65.82,Not Ready
B,21CS7346,CSE,99,73,280,8,86,57,4,74.7,Ready
C,21ME7347,IT,94,47,129,5,73,80,7,61.68,Not Ready
D,21EC7348,ECE,97,43,72,1,83,95,2,55.08,Not Ready
C,21EE7349,EEE,51,59,195,4,94,92,3,58.98,Not Ready
D,21IT7350,CSE,70,88,400,9,42,42,7,71.47,Ready
A,21IT7351,EEE,61,52,295,5,67,60,7,59.82,Not Ready
D,21EC7352,ME,76,77,68,8,49,80,7,61.04,Not Ready
B,21ME7353,CSE,79,97,200,2,71,61,6,65.7,Not Ready
A,21IT7354,ECE,53,83,311,6,79,49,1,63.02,Not Ready
C,21EE7355,CSE,46,65,341,9,89,49,2,64.34,Not Ready
C,21ME7356,IT,67,96,497,6,53,75,3,75.81,Ready
A,21ME7357,CSE,58,97,323,8,55,77,1,68.5,Not Ready
D,21EE7358,EEE,85,52,371,6,57,45,3,63.16,Not Ready
C,21ME7359,IT,57,96,211,7,41,93,0,61.49,Not Ready
B,21EC7360,ECE,71,93,290,2,99,55,7,71.12,Ready
C,21IT7361,IT,66,87,166,1,90,67,2,59.69,Not Ready
B,21IT7362,ME,61,61,441,8,63,80,4,69.99,Not Ready
C,21ME7363,ME,71,88,365,1,80,44,4,66.3,Not Ready
C,21ME7364,EEE,48,97,198,3,98,55,7,64.5,Not Ready
A,21EE7365,CSE,83,91,240,4,88,54,6,70.75,Ready
C,21ME7366,IT,45,43,374,4,60,95,4,57.56,Not Ready
D,21EC7367,CSE,45,69,44,8,80,56,3,52.04,Not Ready
A,21ME7368,EEE,56,55,291,3,76,77,6,59.69,Not Ready
B,21CS7369,EEE,40,49,242,6,92,98,0,57.08,Not Ready
A,21CS7370,EEE,63,64,128,1,93,68,7,56.64,Not Ready
C,21ME7371,EEE,41,95,388,3,87,61,4,67.37,Not Ready
B,21EE7372,IT,96,42,243,2,81,56,4,59.57,Not Ready
A,21CS7373,CSE,77,85,64,9,95,98,4,70.51,Ready
A,21EC7374,ECE,94,59,148,2,60,69,7,58.8,Not Ready
A,21IT7375,ME,47,63,234,0,45,57,0,43.81,Not Ready
A,21ME7376,ECE,51,61,151,0,86,47,6,49.79,Not Ready
C,21CS7377,EEE,75,99,416,4,61,70,4,74.09,Ready
B,21IT7378,ECE,85,66,91,1,85,60,3,55.46,Not Ready
A,21EC7379,IT,76,82,76,9,40,43,5,57.06,Not Ready
D,21EE7380,CSE,69,89,471,9,51,91,4,78.69,Ready
A,21IT7381,ECE,59,62,129,8,64,43,7,55.64,Not Ready
A,21ME7382,CSE,81,82,92,6,47,85,3,59.7,Not Ready
C,21IT7383,CSE,98,75,13,2,90,91,2,60.97,Not Ready
C,21ME7384,ECE,51,51,224,5,91,65,6,58.26,Not Ready
D,21EE7385,ECE,47,42,39,3,45,60,2,36.36,Not Ready
D,21CS7386,EEE,54,89,290,3,86,76,4,66.2,Not Ready
A,21EE7387,CSE,67,84,167,3,81,65,5,61.66,Not Ready
A,21ME7388,ECE,90,60,192,1,77,50,7,59.6,Not Ready
B,21IT7389,ECE,77,51,54,4,61,86,4,52.01,Not Ready
D,21EC7390,ME,45,91,438,2,49,84,2,63.72,Not Ready
B,21CS7391,IT,48,83,138,0,81,47,4,51.07,Not Ready
C,21CS7392,EEE,92,94,235,2,93,96,1,72.78,Ready
A,21IT7393,IT,44,77,74,6,71,64,7,54.58,Not Ready
C,21EC7394,CSE,86,51,348,6,52,68,7,66.3,Not Ready
D,21CS7395,ECE,56,67,298,6,97,72,0,64.27,Not Ready
A,21EC7396,EEE,53,88,10,6,47,49,0,46.55,Not Ready
D,21IT7397,CSE,62,92,124,0,74,51,6,55.71,Not Ready
D,21ME7398,ME,97,40,178,5,92,97,6,66.77,Not Ready
B,21ME7399,ME,82,90,370,1,97,94,2,75.4,Ready
D,21EE7400,EEE,58,75,55,0,79,60,6,50.4,Not Ready
B,21ME7401,CSE,57,40,380,0,80,89,5,58.62,Not Ready
C,21CS7402,ECE,81,84,276,1,66,96,7,68.91,Not Ready
C,21IT7403,IT,43,75,299,1,90,64,3,58.34,Not Ready
D,21CS7404,ECE,61,66,382,5,64,78,1,63.71,Not Ready
C,21EE7405,ECE,96,83,61,8,54,57,3,61.92,Not Ready
B,21ME7406,EEE,55,72,200,7,54,57,0,54.2,Not Ready
A,21IT7407,IT,84,84,321,4,42,50,1,62.36,Not Ready
A,21IT7408,ECE,53,53,131,3,73,75,0,47.89,Not Ready
C,21EC7409,EEE,59,97,376,3,78,89,1,70.46,Ready
A,21EC7410,ECE,65,48,130,0,96,41,7,50.68,Not Ready
A,21IT7411,ME,44,91,406,9,53,41,7,68.66,Not Ready
D,21ME7412,EEE,47,91,179,8,67,61,6,62.66,Not Ready
C,21EE7413,EEE,79,99,40,2,55,99,6,61.1,Not Ready
B,21EE7414,CSE,61,56,176,2,45,60,5,48.32,Not Ready
D,21CS7415,ME,58,47,246,9,92,40,5,60.76,Not Ready
C,21CS7416,IT,93,91,302,2,50,47,0,63.08,Not Ready
C,21EC7417,CSE,75,48,409,8,45,56,3,63.18,Not Ready
C,21CS7418,ME,71,40,258,2,55,66,0,49.37,Not Ready
A,21IT7419,EEE,92,54,123,8,66,66,0,58.62,Not Ready
D,21IT7420,CSE,65,97,495,9,54,64,1,76.32,Ready
C,21CS7421,ME,72,48,216,0,59,48,6,50.04,Not Ready
D,21IT7422,IT,57,82,244,0,82,91,5,62.08,Not Ready
C,21EE7423,ME,53,67,493,0,42,41,5,57.24,Not Ready
B,21ME7424,ECE,95,79,31,2,77,98,0,59.39,Not Ready
B,21IT7425,EEE,95,92,149,9,84,45,5,72.59,Ready
C,21EE7426,ECE,91,60,472,7,82,79,1,76.9,Ready
D,21EE7427,CSE,67,74,222,3,94,84,0,62.58,Not Ready
B,21IT7428,ECE,93,64,129,1,83,81,7,62.49,Not Ready
C,21EE7429,ECE,56,42,194,2,67,66,1,46.64,Not Ready
B,21ME7430,CSE,68,41,485,6,45,72,5,64.28,Not Ready
C,21CS7431,ECE,86,63,211,0,43,71,6,55.54,Not Ready
D,21EC7432,CSE,58,71,203,1,50,76,4,52.52,Not Ready
B,21EE7433,CSE,74,82,262,4,61,64,4,63.73,Not Ready
A,21EC7434,IT,95,68,377,2,72,82,7,73.06,Ready
B,21CS7435,ECE,40,80,259,5,53,52,3,54.39,Not Ready
B,21ME7436,ME,67,63,472,1,99,71,6,71.58,Ready
C,21EC7437,EEE,67,73,499,8,40,88,4,73.26,Ready
D,21IT7438,ECE,67,92,385,8,96,97,3,81.18,Ready
B,21EE7439,CSE,72,66,45,6,93,40,3,55.23,Not Ready
D,21EE7440,ECE,82,52,78,7,75,75,1,56.3,Not Ready
B,21EE7441,ECE,58,55,7,5,77,81,1,48.16,Not Ready
A,21CS7442,CSE,60,60,193,9,76,89,4,63.52,Not Ready
C,21ME7443,IT,89,86,443,3,63,99,0,75.07,Ready
A,21IT7444,ECE,50,71,363,8,66,57,7,66.69,Not Ready
D,21CS7445,EEE,99,98,202,8,64,98,2,76.13,Ready
C,21IT7446,ECE,91,51,298,0,88,68,7,64.69,Not Ready
C,21CS7447,EEE,48,75,68,8,75,56,7,56.54,Not Ready
C,21ME7448,ECE,84,76,380,2,81,41,2,66.7,Not Ready
B,21IT7449,EEE,55,52,24,1,67,80,2,42.66,Not Ready
C,21CS7450,IT,74,65,215,3,53,97,2,58.3,Not Ready
A,21EE7451,ME,83,60,440,5,96,57,5,74.42,Ready
B,21EE7452,IT,96,54,447,3,79,48,0,67.53,Not Ready
C,21IT7453,CSE,42,87,254,0,65,70,3,54.59,Not Ready
C,21EC7454,ECE,73,69,436,8,71,54,6,73.64,Ready
D,21EC7455,EEE,46,54,428,8,92,96,4,71.02,Ready
B,21ME7456,ECE,71,71,473,1,74,94,5,71.95,Ready
D,21EE7457,CSE,77,51,303,7,46,40,7,60,Not Ready
D,21IT7458,ME,41,87,188,0,91,71,5,57,Not Ready
A,21EE7459,ECE,52,65,230,0,47,41,6,47.5,Not Ready
A,21EE7460,CSE,68,67,260,2,75,67,2,58.6,Not Ready
B,21EC7461,CSE,96,47,86,6,83,61,3,58.46,Not Ready
B,21IT7462,EEE,92,52,479,6,78,96,7,79.64,Ready
B,21EC7463,EEE,69,40,230,2,71,44,1,48.68,Not Ready
B,21CS7464,CSE,91,69,431,9,89,56,2,78.44,Ready
D,21CS7465,EEE,77,61,221,5,70,91,0,61.04,Not Ready
B,21EC7466,EEE,86,46,10,8,41,95,0,50.45,Not Ready
D,21EC7467,IT,93,94,483,7,61,48,6,81.42,Ready
C,21ME7468,ME,56,97,53,0,88,52,4,53.62,Not Ready
A,21IT7469,IT,96,72,116,5,57,79,5,62.82,Not Ready
B,21IT7470,ECE,43,87,5,7,41,69,6,50,Not Ready
C,21IT7471,IT,60,63,391,4,46,81,5,62.36,Not Ready
D,21EC7472,ME,98,46,150,2,82,40,6,56.85,Not Ready
B,21EE7473,ME,90,74,107,0,77,78,3,58.3,Not Ready
D,21ME7474,EEE,49,60,386,6,74,51,3,61.32,Not Ready
A,21EC7475,EEE,45,43,33,5,96,65,0,44.82,Not Ready
D,21EC7476,ME,63,73,377,8,92,81,7,76.55,Ready
A,21EE7477,ECE,75,42,438,1,62,51,0,56.32,Not Ready
A,21IT7478,ME,55,81,333,9,62,95,5,71.44,Ready
A,21IT7479,ME,75,45,28,8,73,57,5,52.9,Not Ready
C,21CS7480,CSE,64,44,165,8,47,75,0,50.75,Not Ready
A,21IT7481,ECE,57,67,376,9,73,63,0,66.09,Not Ready
B,21IT7482,CSE,54,52,407,4,56,64,7,60.66,Not Ready
D,21ME7483,CSE,67,57,262,5,41,71,6,57.28,Not Ready
A,21EC7484,EEE,98,63,56,3,94,98,0,61.34,Not Ready
C,21IT7485,EEE,64,94,408,9,71,59,2,74.72,Ready
A,21CS7486,EEE,85,50,169,7,99,98,3,67.29,Not Ready
B,21CS7487,CSE,52,98,195,0,51,93,6,58.5,Not Ready
C,21EE7488,IT,94,95,358,6,98,64,1,79.84,Ready
D,21EE7489,CSE,58,57,221,3,78,97,6,59.99,Not Ready
C,21ME7490,ME,71,98,361,9,45,84,0,72.39,Ready
B,21CS7491,ME,89,62,56,3,66,93,1,55.26,Not Ready
A,21EE7492,CSE,84,76,315,7,43,87,3,68.62,Not Ready
A,21EC7493,ME,91,82,5,5,93,80,1,62.38,Not Ready
A,21IT7494,ECE,96,72,330,9,82,61,0,74.2,Ready
A,21IT7495,CSE,95,61,253,1,60,57,0,57.02,Not Ready
D,21IT7496,IT,62,96,398,6,55,40,2,67.02,Not Ready
A,21IT7497,ME,72,64,356,9,44,92,0,66.24,Not Ready
A,21EC7498,CSE,54,76,107,0,62,68,5,49.5,Not Ready
D,21EE7499,IT,89,41,72,3,62,42,6,49.13,Not Ready
A,21CS7500,ME,89,95,341,3,93,65,5,77.02,Ready
C,21CS7501,CSE,91,61,361,3,74,71,7,70.42,Ready
A,21ME7502,ME,65,54,11,4,58,62,5,46.26,Not Ready
